CM_ÁÎÐÒ_À âèòoê=1107(121107) 3 ôeâpaëÿ 2020ã.s8 Ha÷.Kaäp=0   date=3 2 2020
                 1    ,       2    ,      3    ,      4    ,
     t           MMPTCT      MMPTCT      ÃPAÄ C      MMPTCT  t_ÁOPTOBOE   BÈTOK
 6:34:13.365         ~           ~      25.23614         ~    6:34:14.148  1107
 6:34:13.386         ~     734.78174         ~           ~    6:34:14.170  1107
 6:34:14.107   734.71979         ~           ~           ~    6:34:14.893  1107
 6:34:14.426         ~           ~           ~     740.27441  6:34:15.187  1107
 6:34:14.723         ~           ~      25.23614         ~    6:34:15.479  1107
 6:34:14.744         ~     734.78174         ~           ~    6:34:15.500  1107
 6:34:15.465   734.71979         ~           ~           ~    6:34:16.234  1107
 6:34:15.783         ~           ~           ~     740.27441  6:34:16.553  1107
 6:34:16.080         ~           ~      25.23614         ~    6:34:16.851  1107
 6:34:16.101         ~     734.78174         ~           ~    6:34:16.872  1107
 6:34:16.822   734.71979         ~           ~           ~    6:34:17.595  1107
 6:34:17.141         ~           ~           ~     740.27441  6:34:17.914  1107
 6:34:17.438         ~           ~      25.23614         ~    6:34:18.212  1107
 6:34:17.459         ~     739.42999         ~           ~    6:34:18.234  1107
 6:34:18.180   734.71979         ~           ~           ~    6:34:18.957  1107
 6:34:18.498         ~           ~           ~     740.27441  6:34:19.276  1107
 6:34:18.795         ~           ~      25.23614         ~    6:34:19.574  1107
 6:34:18.816         ~     739.42999         ~           ~    6:34:19.595  1107
 6:34:19.537   734.71979         ~           ~           ~    6:34:20.319  1107
 6:34:19.856         ~           ~           ~     740.27441  6:34:20.638  1107
 6:34:20.153         ~           ~      25.23614         ~    6:34:20.936  1107
 6:34:20.174         ~     734.78174         ~           ~    6:34:20.957  1107
 6:34:20.895   734.71979         ~           ~           ~    6:34:21.680  1107
 6:34:21.213         ~           ~           ~     740.27441  6:34:22.000  1107
 6:34:21.510         ~           ~      25.23614         ~    6:34:22.270  1107
 6:34:21.531         ~     739.42999         ~           ~    6:34:22.291  1107
 6:34:22.252   734.71979         ~           ~           ~    6:34:23.021  1107
 6:34:22.571         ~           ~           ~     740.27441  6:34:23.340  1107
 6:34:22.868         ~           ~      25.23614         ~    6:34:23.638  1107
 6:34:22.889         ~     739.42999         ~           ~    6:34:23.659  1107
 6:34:23.610   734.71979         ~           ~           ~    6:34:24.382  1107
 6:34:23.928         ~           ~           ~     740.27441  6:34:24.702  1107
 6:34:24.225         ~           ~      25.23614         ~    6:34:26.000  1107
 6:34:24.246         ~     734.78174         ~           ~    6:34:25.021  1107
 6:34:24.967   739.77777         ~           ~           ~    6:34:25.744  1107
 6:34:25.286         ~           ~           ~     740.27441  6:34:26.063  1107
 6:34:25.583         ~           ~      25.23614         ~    6:34:26.361  1107
 6:34:25.604         ~     739.42999         ~           ~    6:34:26.382  1107
 6:34:26.327   734.71979         ~           ~           ~    6:34:27.106  1107
 6:34:26.645         ~           ~           ~     740.27441  6:34:27.425  1107
 6:34:26.942         ~           ~      25.23614         ~    6:34:27.723  1107
 6:34:26.963         ~     739.42999         ~           ~    6:34:27.744  1107
 6:34:27.684   734.71979         ~           ~           ~    6:34:28.468  1107
 6:34:28.003         ~           ~           ~     740.27441  6:34:28.787  1107
 6:34:28.300         ~           ~      25.23614         ~    6:34:29.062  1107
 6:34:28.321         ~     734.78174         ~           ~    6:34:29.083  1107
 6:34:29.042   734.71979         ~           ~           ~    6:34:29.791  1107
 6:34:29.360         ~           ~           ~     740.27441  6:34:30.127  1107
 6:34:29.657         ~           ~      25.23614         ~    6:34:30.425  1107
 6:34:29.678         ~     739.42999         ~           ~    6:34:30.446  1107
 6:34:30.399   734.71979         ~           ~           ~    6:34:31.170  1107
 6:34:30.718         ~           ~           ~     740.27441  6:34:31.489  1107
 6:34:31.015         ~           ~      25.23614         ~    6:34:31.787  1107
 6:34:31.036         ~     734.78174         ~           ~    6:34:31.808  1107
 6:34:31.757   734.71979         ~           ~           ~    6:34:32.531  1107
 6:34:32.075         ~           ~           ~     740.27441  6:34:32.851  1107
 6:34:32.372         ~           ~      25.23614         ~    6:34:33.148  1107
 6:34:32.393         ~     734.78174         ~           ~    6:34:33.170  1107
 6:34:33.114   734.71979         ~           ~           ~    6:34:33.893  1107
 6:34:33.433         ~           ~           ~     740.27441  6:34:34.212  1107
 6:34:33.730         ~           ~      25.23614         ~    6:34:34.510  1107
 6:34:33.751         ~     739.42999         ~           ~    6:34:34.531  1107
 6:34:34.472   734.71979         ~           ~           ~    6:34:35.255  1107
 6:34:34.790         ~           ~           ~     740.27441  6:34:35.574  1107
 6:34:35.087         ~           ~      25.23614         ~    6:34:35.872  1107
 6:34:35.108         ~     734.78174         ~           ~    6:34:35.893  1107
 6:34:35.829   734.71979         ~           ~           ~    6:34:36.583  1107
 6:34:36.148         ~           ~           ~     740.27441  6:34:36.895  1107
 6:34:36.445         ~           ~      25.23614         ~    6:34:37.212  1107
 6:34:36.466         ~     734.78174         ~           ~    6:34:37.234  1107
 6:34:37.187   734.71979         ~           ~           ~    6:34:37.957  1107
 6:34:37.505         ~           ~           ~     740.27441  6:34:38.276  1107
 6:34:37.802         ~           ~      25.23614         ~    6:34:38.574  1107
 6:34:37.823         ~     734.78174         ~           ~    6:34:38.595  1107
 6:34:38.544   734.71979         ~           ~           ~    6:34:39.319  1107
 6:34:38.863         ~           ~           ~     740.27441  6:34:39.638  1107
 6:34:39.160         ~           ~      25.23614         ~    6:34:39.936  1107
 6:34:39.181         ~     734.78174         ~           ~    6:34:39.957  1107
 6:34:39.902   734.71979         ~           ~           ~    6:34:40.680  1107
 6:34:40.220         ~           ~           ~     740.27441  6:34:42.000  1107
 6:34:40.517         ~           ~      25.23614         ~    6:34:41.297  1107
 6:34:40.538         ~     734.78174         ~           ~    6:34:41.319  1107
 6:34:41.259   734.71979         ~           ~           ~    6:34:42.042  1107
 6:34:41.578         ~           ~           ~     740.27441  6:34:42.361  1107
 6:34:41.875         ~           ~      25.23614         ~    6:34:42.659  1107
 6:34:41.896         ~     739.42999         ~           ~    6:34:42.680  1107
 6:34:42.617   734.71979         ~           ~           ~    6:34:43.375  1107
 6:34:42.935         ~           ~           ~     740.27441  6:34:43.687  1107
 6:34:43.232         ~           ~      25.23614         ~    6:34:45.000  1107
 6:34:43.253         ~     734.78174         ~           ~    6:34:44.021  1107
 6:34:43.974   734.71979         ~           ~           ~    6:34:44.744  1107
 6:34:44.293         ~           ~           ~     740.27441  6:34:45.063  1107
 6:34:44.590         ~           ~      25.23614         ~    6:34:45.361  1107
 6:34:44.611         ~     734.78174         ~           ~    6:34:45.382  1107
 6:34:45.332   734.71979         ~           ~           ~    6:34:46.106  1107
 6:34:45.650         ~           ~           ~     740.27441  6:34:46.425  1107
 6:34:45.947         ~           ~      25.23614         ~    6:34:46.723  1107
 6:34:45.968         ~     739.42999         ~           ~    6:34:46.744  1107
 6:34:46.691   734.71979         ~           ~           ~    6:34:47.468  1107
 6:34:47.010         ~           ~           ~     740.27441  6:34:47.787  1107
 6:34:47.307         ~           ~      25.23614         ~    6:34:48.085  1107
 6:34:47.328         ~     734.78174         ~           ~    6:34:48.106  1107
 6:34:48.051   734.71979         ~           ~           ~    6:34:48.829  1107
 6:34:48.369         ~           ~           ~     740.27441  6:34:49.148  1107
 6:34:48.666         ~           ~      25.23614         ~    6:34:49.446  1107
 6:34:48.687         ~     739.42999         ~           ~    6:34:49.468  1107
 6:34:49.408   734.71979         ~           ~           ~    6:34:50.166  1107
 6:34:49.727         ~           ~           ~     740.27441  6:34:50.479  1107
 6:34:50.024         ~           ~      25.23614         ~    6:34:50.770  1107
 6:34:50.045         ~     739.42999         ~           ~    6:34:50.791  1107
 6:34:50.766   734.71979         ~           ~           ~    6:34:51.531  1107
 6:34:51.084         ~           ~           ~     740.27441  6:34:51.851  1107
 6:34:51.381         ~           ~      25.23614         ~    6:34:52.148  1107
 6:34:51.402         ~     734.78174         ~           ~    6:34:52.170  1107
 6:34:52.123   734.71979         ~           ~           ~    6:34:52.893  1107
 6:34:52.442         ~           ~           ~     740.27441  6:34:53.212  1107
 6:34:52.739         ~           ~      25.23614         ~    6:34:53.510  1107
 6:34:52.760         ~     734.78174         ~           ~    6:34:53.531  1107
 6:34:53.481   734.71979         ~           ~           ~    6:34:54.255  1107
 6:34:53.799         ~           ~           ~     740.27441  6:34:54.574  1107
 6:34:54.096         ~           ~      25.23614         ~    6:34:54.872  1107
 6:34:54.117         ~     734.78174         ~           ~    6:34:54.893  1107
 6:34:54.838   734.71979         ~           ~           ~    6:34:55.617  1107
 6:34:55.157         ~           ~           ~     740.27441  6:34:55.936  1107
 6:34:55.454         ~           ~      25.23614         ~    6:34:56.234  1107
 6:34:55.475         ~     734.78174         ~           ~    6:34:56.255  1107
 6:34:56.196   734.71979         ~           ~           ~    6:34:56.978  1107
 6:34:56.514         ~           ~           ~     740.27441  6:34:57.270  1107
 6:34:56.811         ~           ~      25.23614         ~    6:34:57.562  1107
 6:34:56.832         ~     734.78174         ~           ~    6:34:57.583  1107
 6:34:57.553   734.71979         ~           ~           ~    6:34:58.319  1107
 6:34:57.872         ~           ~           ~     740.27441  6:34:58.638  1107
 6:34:58.169         ~           ~      25.23614         ~    6:34:58.936  1107
 6:34:58.190         ~     734.78174         ~           ~    6:34:58.957  1107
 6:34:58.911   734.71979         ~           ~           ~    6:34:59.680  1107
 6:34:59.229         ~           ~           ~     740.27441  6:35:01.000  1107
 6:34:59.526         ~           ~      25.23614         ~    6:35:00.297  1107
 6:34:59.547         ~     734.78174         ~           ~    6:35:00.319  1107
 6:35:00.268   739.77777         ~           ~           ~    6:35:01.042  1107
 6:35:00.587         ~           ~           ~     740.27441  6:35:01.361  1107
 6:35:00.884         ~           ~      25.23614         ~    6:35:01.659  1107
 6:35:00.905         ~     734.78174         ~           ~    6:35:01.680  1107
 6:35:01.626   734.71979         ~           ~           ~    6:35:02.404  1107
 6:35:01.944         ~           ~           ~     740.27441  6:35:02.723  1107
 6:35:02.241         ~           ~      25.23614         ~    6:35:03.021  1107
 6:35:02.262         ~     734.78174         ~           ~    6:35:03.042  1107
 6:35:02.983   734.71979         ~           ~           ~    6:35:03.765  1107
 6:35:03.302         ~           ~           ~     740.27441  6:35:04.062  1107
 6:35:03.599         ~           ~      25.23614         ~    6:35:04.354  1107
 6:35:03.620         ~     734.78174         ~           ~    6:35:04.375  1107
 6:35:04.341   734.71979         ~           ~           ~    6:35:05.106  1107
 6:35:04.659         ~           ~           ~     740.27441  6:35:05.425  1107
 6:35:04.956         ~           ~      25.23614         ~    6:35:05.723  1107
 6:35:04.977         ~     734.78174         ~           ~    6:35:05.744  1107
 6:35:05.698   734.71979         ~           ~           ~    6:35:06.468  1107
 6:35:06.017         ~           ~           ~     740.27441  6:35:06.787  1107
 6:35:06.314         ~           ~      25.23614         ~    6:35:07.085  1107
 6:35:06.335         ~     739.42999         ~           ~    6:35:07.106  1107
 6:35:07.056   734.71979         ~           ~           ~    6:35:07.829  1107
 6:35:07.374         ~           ~           ~     740.27441  6:35:08.148  1107
 6:35:07.673         ~           ~      25.23614         ~    6:35:08.446  1107
 6:35:07.694         ~     739.42999         ~           ~    6:35:08.468  1107
 6:35:08.415   734.71979         ~           ~           ~    6:35:09.191  1107
 6:35:08.734         ~           ~           ~     740.27441  6:35:09.510  1107
 6:35:09.031         ~           ~      25.23614         ~    6:35:09.808  1107
 6:35:09.052         ~     734.78174         ~           ~    6:35:09.829  1107
